sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_repeat_region	annotation_tRNA	annotation_tmRNA	rank	reason
SRX6959892	2829570	True	692302344	244.667	4711400	50	146.942	9.301	149	149	148	149	15.500	33.030	2.301	35	34	32.500	35	282957268	100.000	1971424	37	143.529	9.203	145	145	145	145	16	33.100	2.300	35	34	32.500	35	0.00	31.56	18.17	18.76	0.00	31.50	1	52	97	0	15	146466	17828	9686	506	35099	0	0.94	49.06	91.51	0.00	106	1889777	Lactobacillus spp. strain	106	1889777	1843	1901	3	4	54	1	silver	Too many contigs (106, expect <= 100)
SRX6959893	2330210	True	398848995	171.164	2736048	50	145.775	12.657	149	149	148	149	15.500	33.137	2.324	35	34	32.500	35	233021033	100.000	1636348	39	142.403	12.427	145	145	145	145	15.500	33.200	2.324	35	34	32.500	35	0.00	31.78	17.81	18.94	0.00	31.47	4	49	85	0	12	139296	22243	11347	519	53222	0	4.30	52.69	91.40	0.00	93	2068674	Lactobacillus spp. strain	93	2068674	2038	2102	4	5	59	1	gold	passed all cutoffs
SRX6959894	2646760	True	536235063	202.601	3664340	50	146.339	11.159	149	149	148	149	16	33.049	2.312	35	34	32.500	35	264675949	100.000	1851696	37	142.937	11.008	145	145	145	145	16	33.117	2.313	35	34	32.500	35	0.00	31.65	18.34	18.47	0.00	31.54	1	64	124	0	19	146242	14996	8076	504	31946	0	0.72	46.38	89.86	0.00	138	2069466	Lactobacillus spp. strain	138	2069466	2029	2089	3	5	56	1	silver	Too many contigs (138, expect <= 100)
SRX6959895	2166450	True	259221323	119.653	1812260	50	143.037	18.104	149	149	148	149	16	33.414	2.200	35.500	34	33	35	216645071	100.000	1551096	35	139.673	17.805	145	145	145	145	16	33.476	2.197	35.500	34	33	35	0.00	31.69	18.09	18.63	0.00	31.58	3	50	86	0	13	180862	21837	10559	506	46026	0	3.16	52.63	90.53	0.00	95	2074582	Lactobacillus spp. strain	95	2074582	2041	2102	3	6	57	1	gold	passed all cutoffs
SRX7004908	3129980	True	689852624	220.402	6830224	101	101	0	101	101	101	101	7	33.053	3.974	39	34	31.500	35.500	312998030	100.000	3138102	35	99.741	2.190	100	100	100	100	11	33.234	3.761	39.500	34	32	35.500	0.00	27.63	23.02	21.88	0.00	27.47	8	46	65	0	11	308230	43480	15696	509	91749	0	10.81	62.16	87.84	0.00	74	3217541	Lactobacillus spp. strain	74	3217541	3029	3091	2	5	59	1	gold	passed all cutoffs
SRX7004909	2522320	True	1206394904	478.288	11944504	101	101	0	101	101	101	101	6.500	32.394	4.064	39	33.500	31	35.500	252232129	100.000	2531910	35	99.621	2.856	100	100	100	100	11.500	32.620	3.795	39	34	31	35.500	0.00	24.61	25.86	25.60	0.00	23.94	0	24	548	0	142	31607	1951	1088	500	2823	0	0.00	2.40	54.85	0.00	999	1949417	Lactobacillus spp. strain	999	1949417	1874	1923	2	6	46	1	exclude	Too many contigs (999, expect <= 500)
SRX7042530	2250980	True	404780034	179.824	2822898	35	143.392	21.573	151	151	150	151	2	36.104	2.637	37	37	36	37	225097889	100.000	1580258	35	142.444	21.271	150	150	150	150	14.500	36.213	1.944	37	37	36	37	0.00	31.83	18.22	18.31	0.00	31.65	0	66	177	0	32	68342	10557	5982	514	23540	0	0.00	33.33	89.39	0.00	198	2090289	Lactobacillus spp. strain	198	2090289	2273	2336	4	3	58	1	silver	Too many contigs (198, expect <= 100)
SRX7042531	1946680	True	373067525	191.643	2679234	35	139.244	26.341	151	151	149	151	2	35.681	3.343	37	37	35.500	37	194668265	100.000	1405344	35	138.520	25.868	150	150	145	150	13.500	35.868	2.411	37	37	36	37	0.00	24.40	25.82	25.76	0.00	24.02	2	51	121	0	16	133736	14345	5924	529	34536	0	1.49	38.06	90.30	0.00	134	1922248	Lactobacillus spp. strain	134	1922248	1903	1961	5	1	52	1	silver	Too many contigs (134, expect <= 100)
SRX7042532	1774950	True	376240051	211.972	2615092	35	143.873	20.485	151	151	150	151	2	35.777	2.896	37	37	36	37	177494985	100.000	1241850	35	142.928	20.237	150	150	150	150	12	35.876	2.384	37	37	36	37	0.00	25.01	24.96	24.79	0.00	25.23	3	37	61	0	11	135317	25054	15705	536	56150	0	4.23	52.11	85.92	0.00	71	1778872	Lactobacillus spp. strain	71	1778872	1808	1883	3	2	71	1	gold	passed all cutoffs
SRX761991	2833590	True	83944452	29.625	891320	19	94.180	14.921	101	101	93.500	101	14.500	34.957	3.396	40	36.500	34	37	80510472	28.413	851548	35	94.546	12.043	100	100	95	100	15.500	35.247	3.116	40	36.500	34.500	37	0.00	26.87	23.62	22.82	0.00	26.69	1	78	158	0	24	106507	16076	7480	537	33660	0	0.58	45.61	92.40	0.00	171	2749084	Lactobacillus spp. strain	171	2749084	2628	2673	2		42	1	bronze	Low coverage (28.41x, expect >= 50x)
SRX761992	2827130	True	53912630	19.070	575838	19	93.625	15.140	101	101	91.500	101	14.500	34.922	3.349	40	36	34	37	51735386	18.300	551198	35	93.860	12.656	100	100	92.500	100	17	35.200	3.088	40	36.500	34	37	0.00	26.95	23.36	23.05	0.00	26.64	0	87	234	0	39	69135	10655	6196	531	19551	0	0.00	33.98	91.41	0.00	256	2727786	Lactobacillus spp. strain	256	2727786	2608	2657	3		45	1	exclude	Low coverage (18.30x, expect >= 20x)
SRX762075	2883090	True	114602702	39.750	1199014	19	95.581	15.299	101	101	101	101	14.500	34.780	3.902	40	36	34	37	109641609	38.029	1138668	35	96.289	11.467	100	100	100	100	16.500	35.142	3.531	40	36	34.500	37	0.00	26.77	23.60	22.97	0.00	26.66	0	87	133	0	25	99888	20991	13271	524	39279	0	0.00	62.14	95.00	0.00	140	2938797	Lactobacillus spp. strain	140	2938797	2723	2779	5	1	50	1	bronze	Low coverage (38.03x, expect >= 50x)
SRX762105	2832820	True	45211552	15.960	470676	19	96.057	14.421	101	101	101	101	15.500	34.824	3.787	40	36	34	37	43422374	15.328	449946	35	96.506	10.955	100	100	100	100	16.500	35.134	3.473	40	36	34.500	37	0.00	26.81	23.29	23.27	0.00	26.63	0	70	500	0	106	50464	5020	3376	506	7674	0	0.00	12.50	89.29	0.00	560	2811262	Lactobacillus spp. strain	560	2811262	2572	2596	2		21	1	exclude	Low coverage (15.33x, expect >= 20x);Too many contigs (560, expect <= 500)
SRX762128	1843460	True	41774538	22.661	433286	19	96.413	13.769	101	101	101	101	15	35.866	3.938	40	37.500	35.500	38	40106952	21.756	414352	35	96.794	10.453	100	100	100	100	16.500	36.196	3.593	40	37.500	36	38	0.00	32.04	18.64	16.23	0.00	33.09	5	20	28	0	4	378514	63717	36318	1233	161211	0	17.86	71.43	100.00	0.00	28	1784088	Lactobacillus spp. strain	28	1784088	1684	1733	3		45	1	bronze	Low coverage (21.76x, expect >= 50x)
SRX762137	1786750	True	56246241	31.480	574460	19	97.911	11.816	101	101	101	101	15.500	36.118	3.550	40	37.500	35.500	38	54562120	30.537	558444	35	97.704	9.040	100	100	100	100	17	36.357	3.286	40	37.500	36.500	38	0.00	32.20	18.10	16.77	0.00	32.93	7	14	19	0	4	333422	85054	42683	539	184610	0	33.33	66.67	90.48	0.00	21	1786152	Lactobacillus spp. strain	21	1786152	1688	1740	3		48	1	bronze	Low coverage (30.54x, expect >= 50x)
SRX762166	3165640	True	69359875	21.910	724324	19	95.758	14.838	101	101	101	101	14.500	34.858	3.858	40	36	34	37	66530068	21.016	690960	35	96.286	11.342	100	100	100	100	16.500	35.188	3.523	40	36.500	34.500	37	0.00	27.07	23.08	23.09	0.00	26.76	2	88	171	0	27	106787	16465	9200	510	35176	0	1.08	47.31	91.94	0.00	186	3062584	Lactobacillus spp. strain	186	3062584	2863	2897	2	2	31	1	bronze	Low coverage (21.02x, expect >= 50x)
SRX762207	2853790	True	115860850	40.599	1230154	19	94.184	15.387	101	101	94.500	101	14	34.910	3.481	40	36.500	34	37	110863290	38.848	1170066	35	94.750	12.165	100	100	95	100	16.500	35.228	3.171	40	36.500	34.500	37	0.00	26.60	23.58	23.01	0.00	26.81	6	65	83	0	14	212974	32523	18836	513	58120	0	6.67	72.22	92.22	0.00	90	2927149	Lactobacillus spp. strain	90	2927149	2736	2788	4	1	47	1	bronze	Low coverage (38.85x, expect >= 50x)
SRX762279	2793650	True	48128612	17.228	518480	19	92.826	15.917	101	101	90.500	101	15.500	34.895	3.335	40	36	34	37	46112797	16.506	495676	35	93.030	13.653	100	100	90	100	16.500	35.172	3.081	40	36.500	34	37	0.00	26.85	23.48	23.02	0.00	26.65	0	101	371	0	81	42801	7061	4915	502	11599	0	0.00	25.00	91.83	0.00	404	2852706	Lactobacillus spp. strain	404	2852706	2651	2678	2		24	1	exclude	Low coverage (16.51x, expect >= 20x)
SRX762350	2085540	True	83411416	39.995	864542	19	96.481	14.368	101	101	101	101	16.500	34.996	4.438	40	37	34	38	80016456	38.367	824728	35	97.022	10.476	100	100	100	100	16	35.404	4.055	40	37	34.500	38	0.00	32.44	17.84	16.87	0.00	32.85	6	38	60	0	8	190019	31948	14452	591	73839	0	9.52	60.32	95.24	0.00	63	2012782	Lactobacillus spp. strain	63	2012782	1908	1963	3	2	51	1	bronze	Low coverage (38.37x, expect >= 50x)
SRX762385	3316980	True	80383785	24.234	823892	19	97.566	12.289	101	101	101	101	15.500	35.934	3.690	40	37.500	35.500	38	78105242	23.547	801270	35	97.477	9.442	100	100	100	100	16.500	36.183	3.410	40	37.500	36	38	0.00	33.08	17.08	17.64	0.00	32.20	0	61	764	0	137	52063	2800	1377	507	5425	0	0.00	5.39	67.49	0.00	1132	3169722	Lactobacillus spp. strain	1132	3169722	2806	2855	4	1	45		exclude	Too many contigs (1132, expect <= 500)
SRX762387	2016100	True	44018408	21.833	452814	19	97.211	12.900	101	101	101	101	17	35.268	4.125	40	37	34	38	42572481	21.116	437484	35	97.312	9.740	100	100	100	100	16.500	35.582	3.811	40	37	35	38	0.00	32.82	16.73	17.94	0.00	32.51	5	32	41	0	5	438188	49760	24969	1187	103191	0	12.20	78.05	100.00	0.00	41	2040168	Lactobacillus spp. strain	41	2040168	1967	2021	3	1	50	1	bronze	Low coverage (21.12x, expect >= 50x)
SRX762418	3043680	True	81040296	26.626	854956	19	94.789	16.323	101	101	100.500	101	14.500	33.929	4.301	40	36	32.500	37	77676115	25.520	812506	35	95.601	12.454	100	100	100	100	16	34.338	3.949	40	36	33	37	0.00	27.07	23.39	22.72	0.00	26.82	0	80	129	0	24	98513	21599	13143	505	47056	0	0.00	56.74	91.49	0.00	141	3045541	Lactobacillus spp. strain	141	3045541	2889	2938	4	2	44	1	bronze	Low coverage (25.52x, expect >= 50x)
SRX762419	2984640	True	69139286	23.165	727826	19	94.994	16.062	101	101	100.500	101	14.500	33.913	4.209	40	36	32.500	37	66334587	22.225	692916	35	95.733	12.274	100	100	100	100	16	34.299	3.875	40	36	33	37	0.00	26.84	23.86	22.63	0.00	26.68	1	100	219	0	35	107595	13171	7870	545	25220	0	0.43	43.10	94.40	0.00	232	3055763	Lactobacillus spp. strain	232	3055763	2848	2894	6		39	1	bronze	Low coverage (22.23x, expect >= 50x);Too many contigs (232, expect <= 200)
SRX762437	2884770	True	70192994	24.332	741462	19	94.668	16.134	101	101	100.500	101	15.500	33.973	4.165	40	36	32.500	37	67440100	23.378	708026	35	95.251	12.720	100	100	100	100	16.500	34.339	3.847	40	36	33	37	0.00	26.77	23.96	22.63	0.00	26.64	2	102	199	0	35	123305	14091	9727	500	22723	0	0.97	49.28	96.14	0.00	207	2916953	Lactobacillus spp. strain	207	2916953	2688	2732	3		40	1	bronze	Low coverage (23.38x, expect >= 50x);Too many contigs (207, expect <= 200)
SRX762507	1872740	True	32116000	17.149	328032	19	97.905	11.075	101	101	101	101	16	36.908	3.246	40	38	37	38.500	31362995	16.747	321616	35	97.517	8.849	100	100	100	100	16.500	37.096	2.966	40	38	37	39	0.00	34.36	15.39	17.19	0.00	33.06	1	46	68	0	13	100109	22392	13365	524	50525	0	1.23	56.79	83.95	0.00	81	1813755	Lactobacillus spp. strain	81	1813755	1759	1774	2		12	1	exclude	Low coverage (16.75x, expect >= 20x)
SRX762600	2812760	True	75831603	26.960	799534	19	94.845	13.755	98	101	97	101	15.500	34.811	3.611	40	36	34	37	73196691	26.023	774708	35	94.483	10.946	97.500	100	95	100	17	35.090	3.338	40	36	34	37	0.00	26.79	23.73	22.74	0.00	26.74	2	95	160	0	29	118426	18094	12025	524	30262	0	1.23	58.64	98.77	0.00	162	2931286	Lactobacillus spp. strain	162	2931286	2770	2823	5		47	1	bronze	Low coverage (26.02x, expect >= 50x)
SRX762610	2811110	True	88898465	31.624	937146	19	94.861	13.795	98	101	97	101	15	34.793	3.621	39.500	36	34	37	85821096	30.529	907824	35	94.535	10.922	97.500	100	95	100	16.500	35.075	3.344	40	36	34	37	0.00	26.72	23.70	22.80	0.00	26.79	3	78	119	0	20	153240	24486	15703	725	40959	0	2.50	65.00	99.17	0.00	120	2938329	Lactobacillus spp. strain	120	2938329	2773	2822	4		44	1	bronze	Low coverage (30.53x, expect >= 50x)
SRX762676	2924950	True	98827306	33.788	1024530	19	96.461	14.049	101	101	101	101	14.500	34.844	3.621	40	36	34	37	95655632	32.703	988738	35	96.745	10.619	100	100	100	100	16	35.117	3.337	40	36.500	34.500	37	0.00	26.68	24.00	22.65	0.00	26.68	6	69	108	0	17	151642	25940	14535	626	53578	0	5.22	60.00	93.91	0.00	115	2983202	Lactobacillus spp. strain	115	2983202	2772	2823	3		47	1	bronze	Low coverage (32.70x, expect >= 50x)
SRX762678	1750610	True	55170211	31.515	559692	19	98.572	10.595	101	101	101	101	16.500	36.499	3.440	40	38	37	38	53777185	30.719	546554	35	98.393	7.571	100	100	100	100	16.500	36.718	3.133	40	38	37	38	0.00	32.06	18.56	16.31	0.00	33.07	6	12	17	0	3	378587	89228	29187	539	264202	0	30.00	60.00	85.00	0.00	20	1784568	Lactobacillus spp. strain	20	1784568	1687	1736	3		45	1	bronze	Low coverage (30.72x, expect >= 50x)
SRX762686	1880890	True	119629549	63.603	1227066	19	97.492	12.696	101	101	101	101	14	36.223	4.000	40	38	36.500	38	115255935	61.277	1177032	35	97.921	8.638	100	100	100	100	16	36.553	3.613	40	38	36.500	38	0.00	33.44	16.85	15.86	0.00	33.85	5	24	31	0	5	331174	53614	27418	543	133743	0	13.89	66.67	86.11	0.00	36	1930129	Lactobacillus spp. strain	36	1930129	1864	1910	4	1	41	1	silver	Low coverage (61.28x, expect >= 100x)
SRX762687	1997550	True	40268390	20.159	413856	19	97.300	12.879	101	101	101	101	15	34.859	3.433	40	36	34.500	37	39022509	19.535	400534	35	97.426	9.549	100	100	100	100	17	35.122	3.123	40	36	34.500	37	0.00	24.01	26.02	26.29	0.00	23.68	0	67	137	0	27	85062	13006	8992	582	22006	0	0.00	46.53	95.14	0.00	144	1872935	Lactobacillus spp. strain	144	1872935	1855	1877	1	2	20	1	exclude	Low coverage (19.54x, expect >= 20x)
SRX762693	2873620	True	142593807	49.622	1553712	19	91.776	19.633	101	101	95.500	101	14.500	32.873	4.639	40	34.500	30	36.500	134408549	46.773	1435794	35	93.613	14.736	100	100	97.500	100	16	33.393	4.302	40	35	31	37	0.00	26.66	23.73	22.81	0.00	26.80	9	59	73	0	13	181288	37988	25452	519	88335	0	11.54	75.64	93.59	0.00	78	2963126	Lactobacillus spp. strain	78	2963126	2772	2828	4	1	51	1	bronze	Low coverage (46.77x, expect >= 50x)
SRX762750	2827130	True	83837464	29.655	900054	19	93.147	17.876	101	101	97.500	101	15	33.453	4.425	40	35.500	31	37	80109054	28.336	850100	35	94.235	13.906	100	100	97.500	100	16.500	33.862	4.125	40	35.500	32	37	0.00	26.86	23.53	22.91	0.00	26.70	2	79	161	0	25	109062	15982	7972	536	33669	0	1.16	45.93	93.60	0.00	172	2748994	Lactobacillus spp. strain	172	2748994	2629	2676	2		44	1	bronze	Low coverage (28.34x, expect >= 50x)
SRX762772	2014670	True	62024418	30.786	639980	19	96.916	11.051	99	101	97.500	101	16	36.453	3.441	40	38	36	38	60168948	29.865	625534	35	96.188	8.691	97.500	100	95	100	16	36.693	3.162	40	38	36.500	38	0.00	34.07	16.08	16.58	0.00	33.28	2	45	64	0	13	151005	28848	16569	548	54613	0	2.94	66.18	94.12	0.00	68	1961721	Lactobacillus spp. strain	68	1961721	1917	1971	3	3	50	1	bronze	Low coverage (29.87x, expect >= 50x)
SRX762773	3272330	True	119513936	36.523	1265110	19	94.469	14.516	98	101	97	101	14	34.635	3.704	40	36	34	37	114943825	35.126	1217650	35	94.398	11.179	97.500	100	95	100	16.500	34.961	3.376	40	36	34	37	0.00	26.08	24.29	23.64	0.00	26.00	8	51	65	0	9	342475	44609	27031	544	88022	0	11.59	73.91	94.20	0.00	69	3078054	Lactobacillus spp. strain	69	3078054	2862	2918	4		51	1	bronze	Low coverage (35.13x, expect >= 50x)
SRX762775	2926970	True	81637221	27.891	862072	19	94.699	14.019	98	101	97	101	15.500	34.766	3.652	40	36	34	37	78699113	26.888	833514	35	94.418	11.090	97.500	100	95	100	16.500	35.056	3.367	40	36	34	37	0.00	26.75	23.90	22.65	0.00	26.70	2	96	177	0	31	134222	16023	10717	541	28401	0	1.07	51.34	94.65	0.00	187	2996359	Lactobacillus spp. strain	187	2996359	2782	2827	3		41	1	bronze	Low coverage (26.89x, expect >= 50x)
SRX762798	2859270	True	103668774	36.257	1093140	19	94.836	13.901	98	101	97	101	15	34.777	3.652	40	36	34	37	99973982	34.965	1057284	35	94.557	10.941	97.500	100	95	100	16	35.067	3.366	40	36	34	37	0.00	26.71	24.01	22.50	0.00	26.78	5	80	114	0	18	162176	25339	15464	528	40003	0	4.31	68.97	98.28	0.00	116	2939330	Lactobacillus spp. strain	116	2939330	2745	2794	3	2	45	1	bronze	Low coverage (34.96x, expect >= 50x)
SRX762811	2911340	True	81403804	27.961	858542	19	94.816	13.812	98	101	97	101	15	34.789	3.624	40	36	34	37	78500351	26.964	831316	35	94.429	11.014	97.500	100	95	100	16.500	35.075	3.345	40	36	34	37	0.00	26.68	23.77	22.79	0.00	26.76	3	84	144	0	22	235369	20288	13030	502	33776	0	2.07	57.93	99.31	0.00	145	2941883	Lactobacillus spp. strain	145	2941883	2740	2792	4		47	1	bronze	Low coverage (26.96x, expect >= 50x)
SRX762861	2963960	True	125416575	42.314	1449048	13.500	86.551	27.489	101	101	54.500	101	9	31.988	7.290	39.500	35	31.500	36	82103885	27.701	869054	35	94.475	12.075	98	100	96.500	100	16	34.612	3.590	40	36	33.500	37	0.00	26.81	23.82	22.73	0.00	26.65	1	100	177	0	31	134258	16275	11535	525	29488	0	0.54	54.05	95.68	0.00	185	3011059	Lactobacillus spp. strain	185	3011059	2802	2846	5		38	1	bronze	Low coverage (27.70x, expect >= 50x)
SRX762862	2795720	True	164483499	58.834	1917266	13.500	85.791	28.045	101	101	54.500	101	8.500	32.047	7.248	39.500	35	31.500	36	106679024	38.158	1129728	35	94.429	12.200	98	100	96.500	100	16.500	34.602	3.596	40	36	33.500	37	0.00	26.70	24.08	22.62	0.00	26.60	5	60	83	0	15	189637	32281	19647	515	61472	0	5.75	68.97	95.40	0.00	87	2808518	Lactobacillus spp. strain	87	2808518	2598	2654	5	1	50	1	bronze	Low coverage (38.16x, expect >= 50x)
SRX762897	2873510	True	164209007	57.146	1945058	13.500	84.424	28.968	101	101	54.500	101	9	32.388	7.026	39.500	35.500	32.500	36	106058858	36.909	1123738	35	94.380	12.329	98	100	96.500	100	17	34.641	3.625	40	36	34	37	0.00	26.85	23.59	23.00	0.00	26.57	1	104	216	0	39	118277	12147	7042	525	22501	0	0.41	42.62	88.52	0.00	244	2964088	Lactobacillus spp. strain	244	2964088	2783	2842	4	2	54	1	bronze	Low coverage (36.91x, expect >= 50x);Too many contigs (244, expect <= 200)
SRX762906	2092470	True	101994766	48.744	1166712	13.500	87.421	25.928	101	101	54.500	101	9	33.394	7.252	39.500	36.500	34.500	37.500	68433182	32.704	710084	35	96.373	9.388	99.500	100	97	100	17	35.986	3.549	40	37	35.500	38	0.00	32.36	17.97	16.92	0.00	32.75	3	12	18	0	2	889701	92685	14824	560	523949	0	13.64	54.55	81.82	0.00	22	2039091	Lactobacillus spp. strain	22	2039091	1977	2035	4		53	1	bronze	Low coverage (32.70x, expect >= 50x)
SRX762907	3007210	True	186076512	61.877	2185704	13.500	85.133	28.359	101	101	54.500	101	9	32.303	7.085	39.500	35.500	32	36	120631093	40.114	1276286	35	94.517	12.114	98	100	96.500	100	16.500	34.687	3.547	40	36	34	37	0.00	26.67	24.01	22.57	0.00	26.75	5	63	109	0	15	191951	25595	11605	598	67939	0	4.24	53.39	92.37	0.00	118	3020297	Lactobacillus spp. strain	118	3020297	2817	2873	6		49	1	bronze	Low coverage (40.11x, expect >= 50x)
SRX833726	1908680	True	271320000	142.151	1808800	150	150	0	150	150	150	150	3.500	36.721	2.694	38	38	37	38	190867979	100.000	1285094	35	148.524	6.940	150	150	150	150	18	36.809	2.366	38	38	37	38	0.00	31.76	17.84	18.79	0.00	31.61	5	7	12	0	2	741409	129274	56937	682	282140	0	38.46	53.85	92.31	0.00	13	1680574	Lactobacillus spp. strain	13	1680574	1561	1615	3	1	50	1	gold	passed all cutoffs
SRX833730	2172390	True	284005800	130.734	1893372	150	150	0	150	150	150	150	3	36.304	3.319	38	37.500	36.500	38	217239074	100.000	1475960	35	147.185	9.437	150	150	150	150	17.500	36.438	2.915	38	37.500	36.500	38	0.00	31.98	17.86	18.37	0.00	31.78	8	12	15	0	3	589211	99982	43291	505	209326	0	40.00	60.00	75.00	0.00	20	1999650	Lactobacillus spp. strain	20	1999650	1825	1879	2	2	51	1	gold	passed all cutoffs
SRX833737	2342160	True	235089600	100.373	1567264	150	150	0	150	150	150	150	3.500	36.531	2.846	38	37.500	36.500	38	232349252	99.203	1565340	35.500	148.433	7.074	150	150	150	150	18	36.631	2.495	38	37.500	36.500	38	0.00	32.09	18.18	17.62	0.00	32.10	11	25	35	0	6	229490	49896	15648	520	147583	0	25.58	58.14	81.40	0.00	43	2145528	Lactobacillus spp. strain	43	2145528	1967	2024	4	1	52	1	silver	Low coverage (99.20x, expect >= 100x)
SRX833743	1966050	True	286953600	145.954	1913024	150	150	0	150	150	150	150	3.500	35.896	3.905	38	37.500	36	38	196604881	100.000	1331316	35	147.677	8.855	150	150	150	150	18	36.105	3.326	38	37.500	36	38	0.00	31.94	18.27	17.96	0.00	31.82	4	7	10	0	2	615585	178948	56503	3998	458238	0	40.00	70.00	100.00	0.00	10	1789487	Lactobacillus spp. strain	10	1789487	1648	1700	4	1	47	1	gold	passed all cutoffs
SRX833746	1993320	True	327108600	164.102	2180724	150	150	0	150	150	150	150	3.500	36.299	3.116	38	37.500	36.500	38	199331953	100.000	1346820	35	148.002	8.069	150	150	150	150	18	36.459	2.601	38	37.500	36.500	38	0.00	30.28	19.86	19.45	0.00	30.41	5	9	14	0	2	627919	111635	23243	627	303765	0	31.25	56.25	87.50	0.00	16	1786175	Lactobacillus spp. strain	16	1786175	1662	1714	2		49	1	gold	passed all cutoffs
SRX833748	2262000	True	328599900	145.270	2190666	150	150	0	150	150	150	150	4	36.660	2.786	38	38	36.500	38	226199912	100.000	1525336	35.500	148.296	7.294	150	150	150	150	18	36.754	2.463	38	38	36.500	38	0.00	31.76	18.10	17.42	0.00	32.72	7	19	24	0	4	404423	83054	32618	693	204616	0	28.00	76.00	96.00	0.00	25	2076355	Lactobacillus spp. strain	25	2076355	1937	1995	4	1	53	1	gold	passed all cutoffs
SRX833756	2367630	True	320326500	135.294	2135510	150	150	0	150	150	150	150	3	36.437	3.002	38	37.500	36.500	38	236762920	100.000	1597730	36	148.187	7.557	150	150	150	150	18	36.540	2.669	38	37.500	36.500	38	0.00	32.14	18.11	17.64	0.00	32.10	7	12	15	0	3	551552	139918	81881	1326	220141	0	46.67	80.00	100.00	0.00	15	2098775	Lactobacillus spp. strain	15	2098775	1994	2052	4	1	53	1	gold	passed all cutoffs
SRX835539	1866860	True	243444918	130.403	1612218	151	151	0	151	151	151	151	6.500	32.395	4.927	38	34	30.500	36	186686208	100.000	1311276	35	142.370	18.850	150	150	149.500	150	12.500	33.115	4.399	40	35	31	36	0.00	30.95	18.89	18.15	0.00	32.01	6	8	19	0	3	361757	81477	7509	1379	250636	0	31.58	42.11	100.00	0.00	19	1548064	Lactobacillus spp. strain	19	1548064	1400	1463	2		60	1	gold	passed all cutoffs
SRX835540	1811020	False	2464783631	1360.990	24928300	30	98.875	5.837	100	100	100	100	17	35.400	3.172	40	37	34	38	181101983	100	1851946	35	97.790	8.153	100	100	100	100	18	35.441	3.173	40	37	34	38	0.00	31.22	18.51	18.51	0.00	31.77	5	10	21	0	3	359187	59150	6162	523	239219	0	19.23	38.46	80.77	0.00	26	1537904	Lactobacillus spp. strain	26	1537904	1395	1427	3		28	1	bronze	Single-end reads
SRX835541	1556670	True	120101776	77.153	795376	151	151	0	151	151	151	151	7.500	31.776	5.314	38	34	29.500	35.500	112604279	72.337	767434	35	146.728	13.249	150	150	150	150	12.500	32.388	4.742	40	34	30	36	0.00	30.64	18.97	18.22	0.00	32.17	4	6	10	0	2	576117	152643	35103	1005	358752	0	40.00	60.00	100.00	0.00	10	1526438	Lactobacillus spp. strain	10	1526438	1368	1436	4		63	1	silver	Low coverage (72.34x, expect >= 100x)
