sample	assembly_species	assembly_taxon	top_mapped_taxon	top_mapped_reads	chao1_estimate	assembly_hit	input_reads	mapped_reads	ntu_observed_once	ntu_observed_twice	ntu_observed_three_plus	message
SRX6454034	Lactobacillus jensenii	Lactobacillus	Lactobacillus	1745	10.571	CP018809.1516019.1517589	746435	1844	8	7	6	
SRX6454036	Lactobacillus gasseri DSM 14869	Lactobacillus	Lactobacillus	2221	50.750	CP006803.1850533.1852112	432962	2518	21	6	14	
SRX6454037	Lactobacillus gasseri DSM 14869	Lactobacillus	Lactobacillus	4699	54.125	CP006803.1850533.1852112	743295	4891	19	4	9	
SRX6454038	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	3200	110.000	AP018549.475961.477529	600865	3337	20	2	10	
SRX6454039	Lactobacillus jensenii	Lactobacillus	Lactobacillus	2790	31.286	CP018809.1516019.1517589	506833	3032	16	7	13	
SRX6454041	Lactobacillus jensenii	Lactobacillus	Lactobacillus	615	45.000	CP018809.1516019.1517589	359059	700	12	2	9	
SRX6454042	Lactobacillus jensenii	Lactobacillus	Lactobacillus	1060	9.600	CP018809.1516019.1517589	743684	1173	6	5	6	
SRX6454044	Lactobacillus jensenii	Lactobacillus	Lactobacillus	1497	11.500	CP018809.1516019.1517589	521598	1575	6	4	7	
SRX6454045	Lactobacillus jensenii	Lactobacillus	Lactobacillus	579	12.000	CP018809.1516019.1517589	267022	624	8	4	4	
SRX6492358	uncultured Lactobacillus sp.	Lactobacillus	Lactobacillus	3179	6.125	FJ192637.1.1522	725932	3472	3	4	5	
SRX6494060	Lactobacillus reuteri	Lactobacillus	Lactobacillus	3307	10.000	CP015408.302655.304239	814994	3400	4	4	8	
SRX6613945	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	2619	152.500	FN692037.427906.429457	495187	2677	17	1	8	
SRX6757122	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2813	16.250	CP014201.1046218.1047796	1044621	3033	3	2	14	
SRX6757123	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2340	21.000	CP014201.1046218.1047796	849635	2512	6	2	12	
SRX6757124	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1787	45.000	CP014201.1046218.1047796	649079	1932	8	1	13	
SRX6757125	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1267	28.000	CP014201.1046218.1047796	456128	1374	6	1	10	
SRX6757126	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2350	40.000	CP014201.1046218.1047796	918594	2570	10	2	15	
SRX6757127	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1865	15.571	CP014201.1046218.1047796	716431	2042	8	7	11	
SRX6757128	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1652	29.000	CP014201.1046218.1047796	612155	1784	6	1	11	
SRX6757129	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2708	22.000	CP014201.1046218.1047796	1113611	3061	6	6	19	
SRX6757130	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2262	21.000	CP014201.1046218.1047796	974554	2420	6	2	12	
SRX6757131	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2153	15.500	CP014201.1046218.1047796	802260	2277	6	4	11	
SRX6757132	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2105	21.000	CP014201.1046218.1047796	1028170	2284	8	4	13	
SRX6757133	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1292	13.167	CP014201.1046218.1047796	509540	1396	5	3	9	
SRX6757134	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2184	28.000	CP014201.1046218.1047796	810494	2346	8	2	12	
SRX6757135	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2390	21.000	CP014201.1046218.1047796	937725	2571	6	2	12	
SRX6757136	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2271	32.250	CP014201.1046218.1047796	1012804	2456	9	2	12	
SRX6757137	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2177	15.000	CP014201.1046218.1047796	1008720	2353	4	4	13	
SRX6757138	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2142	15.125	CP014201.1046218.1047796	1044101	2323	5	4	12	
SRX6757139	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1805	13.900	CP014201.1046218.1047796	700358	1924	7	5	9	
SRX6757140	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1935	34.500	CP014201.1046218.1047796	754078	2069	7	1	10	
SRX6757141	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	927	8.400	CP014201.1046218.1047796	410803	999	2	5	8	
SRX6757142	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1937	16.125	CP014201.1046218.1047796	695983	2092	7	4	10	
SRX6757143	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2012	19.167	CP014201.1046218.1047796	889817	2135	7	3	11	
SRX6757144	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1566	28.667	CP014201.1046218.1047796	721316	1740	10	3	12	
SRX6757145	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1099	9.400	CP014201.1046218.1047796	428520	1195	2	5	9	
SRX6757146	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2300	14.600	CP014201.1046218.1047796	1176250	2496	6	5	11	
SRX6757147	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2397	22.667	CP014201.1046218.1047796	999911	2576	8	3	12	
SRX6757148	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2610	55.250	CP014201.1046218.1047796	1156186	2834	13	2	13	
SRX6757149	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2077	31.250	CP014201.1046218.1047796	867520	2225	9	2	11	
SRX6757150	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1270	14.125	CP014201.1046218.1047796	552854	1340	7	4	8	
SRX6757151	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2219	83.000	CP014201.1046218.1047796	961990	2397	12	1	11	
SRX6757152	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2087	32.000	CP014201.1046218.1047796	983634	2267	6	1	14	
SRX6757153	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1878	14.125	CP014201.1046218.1047796	853021	2026	5	4	11	
SRX6757154	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2148	12.667	CP014201.1046218.1047796	886901	2305	2	3	12	
SRX6757155	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2213	17.250	CP014201.1046218.1047796	941158	2353	5	2	11	
SRX6757156	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3414	21.250	CP014201.1046218.1047796	1230237	3684	5	2	15	
SRX6757157	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2390	38.500	CP014201.1046218.1047796	1041236	2574	7	1	14	
SRX6757158	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2052	19.167	CP014201.1046218.1047796	1045857	2229	7	3	11	
SRX6757159	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1031	15.250	CP014201.1046218.1047796	493336	1121	5	2	9	
SRX6757160	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2124	22.000	CP014201.1046218.1047796	891493	2275	6	2	13	
SRX6757161	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2339	52.500	CP014201.1046218.1047796	921597	2511	9	1	12	
SRX6757162	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1940	25.500	CP014201.1046218.1047796	883169	2093	5	1	13	
SRX6757163	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1999	22.250	CP014201.1046218.1047796	845217	2098	7	2	10	
SRX6757164	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3133	24.250	CP014201.1046218.1047796	1061875	3335	7	2	12	
SRX6757165	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1661	13.667	CP014201.1046218.1047796	569102	1767	4	3	11	
SRX6757166	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1279	22.250	CP014201.1046218.1047796	434551	1378	7	2	10	
SRX6757167	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2497	16.600	CP014201.1046218.1047796	941648	2727	6	5	13	
SRX6757168	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2364	19.250	CP014201.1046218.1047796	797642	2544	5	2	13	
SRX6757169	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2552	17.000	CP014201.1046218.1047796	898434	2750	4	2	13	
SRX6757170	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2592	47.000	CP014201.1046218.1047796	871491	2795	8	1	15	
SRX6757171	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2121	12.125	CP014201.1046218.1047796	711544	2268	3	4	11	
SRX6757172	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1793	23.000	CP014201.1046218.1047796	558918	1879	8	2	7	
SRX6757173	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1529	n.d.	CP014201.1046218.1047796	532342	1639	10	0	9	
SRX6757174	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	818	18.250	CP014201.1046218.1047796	280113	860	7	2	6	
SRX6757175	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2316	18.125	CP014201.1046218.1047796	836891	2493	7	4	12	
SRX6757176	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3530	74.500	CP014201.1046218.1047796	1327729	3799	11	1	14	
SRX6757177	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2229	24.250	CP014201.1046218.1047796	869280	2409	7	2	12	
SRX6757178	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1941	26.667	CP014201.1046218.1047796	720195	2080	10	3	10	
SRX681634	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1911	n.d.	CP032359.485125.486700	627324	1996	1	0	4	
SRX682137	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1867	2.000	CP032359.485125.486700	626851	1885	0	1	2	
SRX682139	Lactobacillus plantarum	Lactobacillus	Lactobacillus	2429	12.000	CP032359.485125.486700	843135	2498	6	2	3	
SRX682140	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1957	n.d.	CP011769.1010671.1012246	623442	1971	1	0	3	
SRX682141	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1605	n.d.	CP032359.485125.486700	643536	1625	0	0	3	
SRX682142	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1797	n.d.	CP032359.485125.486700	645529	1817	1	0	3	
SRX682143	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1690	n.d.	CP032359.485125.486700	639871	1711	2	0	3	
SRX682144	Lactobacillus plantarum	Lactobacillus	Lactobacillus	1556	n.d.	CP032359.485125.486700	650435	1576	2	0	3	
SRX682145	Lactobacillus plantarum	Lactobacillus	Lactobacillus	7295	61.250	CP011769.1010671.1012246	4106165	9212	13	2	19	
SRX683685	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1785	n.d.	CP014201.1046218.1047796	665957	1790	2	0	2	
SRX683693	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1991	n.d.	CP014201.1046218.1047796	687439	1994	0	0	2	
SRX683696	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	3999	9.500	CP014201.1046218.1047796	1331938	4048	3	1	5	
SRX683698	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1938	n.d.	CP014201.1046218.1047796	648815	1942	1	0	2	
SRX683701	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2010	n.d.	CP014201.1046218.1047796	755506	2012	2	0	1	
SRX683705	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1917	n.d.	CP014201.1046218.1047796	629435	1919	2	0	1	
SRX683720	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2274	n.d.	CP014201.1046218.1047796	658304	2281	3	0	2	
SRX683733			Lactobacillus	2700	n.d.		790957	2702	2	0	1	WARNING: missing SPAdes assembly of the SSU
SRX683735	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	2041	5.500	CP014201.1046218.1047796	639213	2046	3	1	1	
SRX683744	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1731	6.500	CP014201.1046218.1047796	546875	1739	3	1	2	
SRX6878787	Lactobacillus jensenii	Lactobacillus	Lactobacillus	1777	25.056	CP018809.1347636.1349206	254339	1923	17	9	9	
SRX6878792	Lactobacillus jensenii	Lactobacillus	Lactobacillus	1936	143.667	CP018809.1516019.1517589	275584	2147	28	3	13	
SRX6878807	Lactobacillus jensenii	Lactobacillus	Lactobacillus	2668	58.000	CP018809.1516019.1517589	293059	2816	14	2	9	
SRX6878810	Lactobacillus jensenii	Lactobacillus	Lactobacillus	938	40.000	CP018809.1516019.1517589	159527	1023	8	1	8	
SRX6878811	Lactobacillus jensenii	Lactobacillus	Lactobacillus	2152	81.250	CP018809.1516019.1517589	242107	2259	17	2	9	
SRX6878812	Lactobacillus jensenii	Lactobacillus	Lactobacillus	1948	n.d.	CP018809.1516019.1517589	226019	2061	8	0	8	
SRX6878820	Lactobacillus jensenii	Lactobacillus	Lactobacillus	1060	91.000	CP018809.1516019.1517589	201218	1194	18	2	10	
SRX6878824	Lactobacillus jensenii	Lactobacillus	Lactobacillus	984	21.000	CP018809.1516019.1517589	208364	1142	10	5	11	
SRX6897166	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	11198	45.562	CP000413.1565823.1567401	1189835	13525	21	8	18	
SRX690300	Lactobacillus selangorensis	Lactobacillus	Lactobacillus	1486	427.333	AF049745.1.1495	706802	2024	110	15	24	
SRX690301	uncultured bacterium	Lactobacillus	Lactobacillus	1930	235.111	EU878321.1.1559	620028	2190	88	18	20	
SRX690302	Lactobacillus delbrueckii subsp. lactis	Lactobacillus	Lactobacillus	3098	118.300	CP018215.281618.283189	340538	3258	57	15	10	
SRX690303	Lactobacillus hokkaidonensis	Lactobacillus	Lactobacillus	1626	186.136	AP014680.438913.440485	637669	1842	61	11	17	
SRX6959881	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	3869	11.167	FN692037.427906.429457	651531	3923	5	3	7	
SRX6959883	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	3466	29.500	FN692037.427906.429457	611456	3523	7	1	5	
SRX6959885	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	1417	n.d.	FN692037.427906.429457	437543	1417	0	0	1	
SRX6959886	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	4904	21.000	FN692037.427906.429457	755597	4944	8	2	5	
SRX6959887	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	7861	14.000	FN692037.427906.429457	855767	7901	4	1	6	
SRX6959888	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	7931	12.250	FN692037.427906.429457	889246	7969	5	2	6	
SRX6959889	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	8269	9.000	FN692037.427906.429457	908355	8293	6	3	3	
SRX6959890	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	9317	n.d.	FN692037.427906.429457	954329	9350	4	0	7	
SRX6959891	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	12936	8.500	FN692037.427906.429457	1123057	12970	3	3	7	
SRX6959892	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	10041	8.000	FN692037.427906.429457	985712	10072	2	2	7	
SRX6959893	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	5582	11.000	FN692037.427906.429457	818174	5617	4	2	7	
SRX6959894	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	8093	n.d.	FN692037.427906.429457	925848	8123	10	0	5	
SRX6959895	Lactobacillus crispatus ST1	Lactobacillus	Lactobacillus	4718	48.250	FN692037.427906.429457	775548	4776	13	2	6	
SRX7004908	Lactobacillus plantarum subsp. argentoratensis	Lactobacillus	Lactobacillus	3933	n.d.	CP032751.2443498.2445073	1569051	4333	4	0	10	
SRX7042530	Lactobacillus helveticus	Lactobacillus	Lactobacillus	2548	36.250	CP015498.1772918.1774491	790129	2637	11	2	6	
SRX7042531	Lactobacillus fermentum	Lactobacillus	Lactobacillus	2894	28.250	AP017973.1435046.1436618	702672	2986	9	2	8	
SRX7042532	Lactobacillus delbrueckii subsp. bulgaricus	Lactobacillus	Lactobacillus	5208	83.250	CP013610.42022.43573	620925	5760	17	2	11	
SRX761991	Lactobacillus paracasei	Lactobacillus	Lactobacillus	608	39.125	CP029686.1212146.1213724	425774	748	15	4	11	
SRX762075	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	694	44.000	CP014201.1046218.1047796	569334	894	16	4	12	
SRX762128	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	595	18.562	CP000413.1565823.1567401	207176	719	13	8	8	
SRX762137	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	687	34.000	CP000413.1565823.1567401	279222	812	10	2	9	
SRX762166	Lactobacillus paracasei	Lactobacillus	Lactobacillus	515	71.500	CP029686.1212146.1213724	345480	640	11	1	11	
SRX762207	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	697	71.500	CP014201.1046218.1047796	585033	900	22	4	11	
SRX762350	Lactobacillus gasseri DSM 14869	Lactobacillus	Lactobacillus	765	56.100	CP006803.1850533.1852112	412364	1021	19	5	20	
SRX762387	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	568	26.125	AP018549.475961.477529	218742	709	11	4	11	
SRX762418	Lactobacillus paracasei	Lactobacillus	Lactobacillus	538	25.250	CP029686.1212146.1213724	406253	703	14	8	13	
SRX762419	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	489	21.083	CP014201.1046218.1047796	346458	625	11	6	11	
SRX762437	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	514	56.667	CP014201.1046218.1047796	354013	678	16	3	14	
SRX762600	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	554	24.000	CP014201.1046218.1047796	387354	735	8	4	16	
SRX762610	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	579	55.250	CP014201.1046218.1047796	453912	765	13	2	13	
SRX762676	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	673	19.000	CP014201.1046218.1047796	494369	856	10	5	9	
SRX762678	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus	Lactobacillus	681	42.250	CP000413.1565823.1567401	273277	844	11	2	12	
SRX762686	Lactobacillus salivarius str. Ren	Lactobacillus	Lactobacillus	1276	82.600	CP011403.433528.435077	588516	1777	24	5	25	
SRX762693	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	916	143.667	CP014201.1046218.1047796	717897	1210	28	3	13	
SRX762750	Lactobacillus paracasei	Lactobacillus	Lactobacillus	652	62.000	CP029686.1212146.1213724	425050	824	10	1	12	
SRX762772	Lactobacillus salivarius	Lactobacillus	Lactobacillus	662	61.000	LT604074.1096157.1097698	312767	979	24	6	13	
SRX762773	Lactobacillus casei	Lactobacillus	Lactobacillus	755	48.400	CP017065.776570.778148	608825	1011	18	5	16	
SRX762775	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	634	40.083	CP014201.1046218.1047796	416757	844	17	6	16	
SRX762798	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	638	42.083	CP014201.1046218.1047796	528642	857	19	6	12	
SRX762811	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	584	39.500	CP014201.1046218.1047796	415658	768	14	4	15	
SRX762861	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	841	132.000	CP014201.1046218.1047796	434527	1044	22	2	11	
SRX762862	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	940	50.500	CP014201.1046218.1047796	564864	1205	15	3	13	
SRX762897	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	802	62.167	CP014201.1046218.1047796	561869	1005	17	3	14	
SRX762906	Lactobacillus paragasseri	Lactobacillus	Lactobacillus	866	42.125	AP018549.475961.477529	355042	1037	15	4	14	
SRX762907	Lactobacillus rhamnosus	Lactobacillus	Lactobacillus	1048	73.167	CP014201.1046218.1047796	638143	1351	19	3	13	
SRX833726	Lactobacillus apis	Lactobacillus	Lactobacillus	3791	n.d.	CP029476.75988.77561	642547	3858	3	0	5	
SRX833730	Lactobacillus helsingborgensis	Lactobacillus	Lactobacillus	3423	7.667	CP029544.1276417.1277990	737980	3486	4	3	5	
SRX833737	Lactobacillus kullabergensis	Lactobacillus	Lactobacillus	3856	5.667	CP029477.87196.88769	782670	3886	4	3	3	
SRX833743	Lactobacillus mellis	Lactobacillus	Lactobacillus	3827	24.250	JX099545.1.1435	665658	3991	7	2	12	
SRX833746	Lactobacillus mellifer	Lactobacillus	Lactobacillus	3453	18.000	JX099543.1.1437	673410	3591	4	1	10	
SRX833748	Lactobacillus kullabergensis	Lactobacillus	Lactobacillus	3644	6.000	CP029477.1363180.1364753	762668	3688	4	4	4	
SRX833756	uncultured Lactobacillus sp.	Lactobacillus	Lactobacillus	3574	13.000	AY370183.1.1532	798865	3617	4	1	5	
SRX835539	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	3135	19.000	CP012920.557031.558613	655638	3528	4	1	11	
SRX835540	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	7887	15.600	CP012920.557031.558613	1851946	9201	4	5	14	
SRX835541	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	1872	11.000	CP012920.557031.558613	383717	2144	2	1	9	
SRX835581	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	13656	n.d.	CP012920.557031.558613	3204871	15869	12	0	16	
SRX835583	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	2448	21.000	CP012920.557031.558613	476637	2788	6	2	12	
SRX835584	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	16763	46.250	CP012920.557031.558613	3861090	19852	11	2	16	
SRX835585	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	2509	28.000	CP012920.557031.558613	547432	2874	6	1	10	
SRX835586	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	14898	64.000	CP012920.557031.558613	3727662	17465	14	2	15	
SRX835587	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	2750	n.d.	CP012920.557031.558613	577005	3147	4	0	13	
SRX835589	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	17276	65.000	CP012920.557031.558613	4285182	20394	10	1	15	
SRX835590	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	2514	18.000	CP012920.557031.558613	502081	2838	4	1	10	
SRX835591	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	16043	33.000	CP012920.557031.558613	3817945	18958	8	2	17	
SRX838077	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	2796	21.250	CP012920.557031.558613	526233	3205	7	2	9	
SRX838078	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	16605	196.500	CP012920.557031.558613	3576593	19528	19	1	16	
SRX838079	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	1956	13.000	CP012920.557031.558613	418228	2280	6	3	7	
SRX838080	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	11741	38.000	CP012920.557031.558613	3065993	13918	10	2	13	
SRX838081	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	2954	20.000	CP012920.557031.558613	652897	3346	4	1	12	
SRX838082	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	7529	16.000	CP012920.557031.558613	1849998	8842	4	4	14	
SRX838083	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	2046	10.667	CP012920.557031.558613	436046	2359	2	3	10	
SRX838092	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	16177	n.d.	CP012920.557031.558613	3949105	19028	7	0	17	
SRX838094	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	2768	20.000	CP012920.557031.558613	496019	3174	6	2	11	
SRX838095	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	8154	n.d.	CP012920.557031.558613	1688408	9538	7	0	14	
SRX838106	Lactobacillus kunkeei	Lactobacillus	Lactobacillus	3216	19.250	CP012920.557031.558613	563936	3634	7	2	7	
