sample	Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SRX6757127	SRX6757127_00168	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757128	SRX6757128_02393	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757129	SRX6757129_00192	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757130	SRX6757130_00192	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757131	SRX6757131_01174	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757132	SRX6757132_01305	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757133	SRX6757133_02311	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757134	SRX6757134_00445	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757135	SRX6757135_00446	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757136	SRX6757136_01392	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757137	SRX6757137_00453	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757138	SRX6757138_01428	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757139	SRX6757139_02481	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757140	SRX6757140_00447	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757141	SRX6757141_02373	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757142	SRX6757142_00367	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757143	SRX6757143_02473	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757144	SRX6757144_02375	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757145	SRX6757145_02226	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757146	SRX6757146_00471	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757147	SRX6757147_00430	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757148	SRX6757148_01529	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757149	SRX6757149_01142	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757150	SRX6757150_02750	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757151	SRX6757151_02425	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757152	SRX6757152_00447	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757153	SRX6757153_00428	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757154	SRX6757154_00427	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757155	SRX6757155_00428	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757156	SRX6757156_01355	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757157	SRX6757157_00431	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757158	SRX6757158_00453	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757159	SRX6757159_02318	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757160	SRX6757160_01508	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757161	SRX6757161_01347	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757162	SRX6757162_01322	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757163	SRX6757163_01395	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757164	SRX6757164_01837	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757165	SRX6757165_02402	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757166	SRX6757166_02246	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757167	SRX6757167_00192	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757168	SRX6757168_00724	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757169	SRX6757169_01303	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757170	SRX6757170_00892	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757171	SRX6757171_01190	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757172	SRX6757172_00725	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757173	SRX6757173_00530	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757174	SRX6757174_02710	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757175	SRX6757175_00361	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757176	SRX6757176_00168	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757177	SRX6757177_01074	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6757178	SRX6757178_00361	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX683685	SRX683685_00722	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX683693	SRX683693_00721	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX683696	SRX683696_00192	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX683698	SRX683698_00722	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX683701	SRX683701_00723	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX683705	SRX683705_00722	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX683720	SRX683720_00721	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX683733	SRX683733_00722	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX683735	SRX683735_01392	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX683744	SRX683744_00721	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6878787	SRX6878787_00785	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6878792	SRX6878792_00026	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6878807	SRX6878807_00932	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6878810	SRX6878810_01453	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6878811	SRX6878811_00312	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6878812	SRX6878812_01440	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6878820	SRX6878820_00742	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX6878824	SRX6878824_00995	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	498	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX690303	SRX690303_01743	vat	Vat family streptogramin A O-acetyltransferase	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	HMM	216	NA	NA	NA	NA	NA	NA	NF000311.1	Vat family streptogramin A O-acetyltransferase
SRX6959883	SRX6959883_01685	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	639	639	100.00	99.53	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX6959885	SRX6959885_01682	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	640	639	99.84	99.53	638	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX6959888	SRX6959888_01208	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	639	639	100.00	99.53	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX6959889	SRX6959889_01428	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	639	639	100.00	99.53	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX6959890	SRX6959890_01600	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	639	639	100.00	99.53	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX6959891	SRX6959891_01835	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	640	639	99.84	99.53	638	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX6959891	SRX6959891_01984	lnu(C)	lincosamide nucleotidyltransferase Lnu(C)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	BLASTP	164	164	100.00	98.17	164	WP_063851341.1	lincosamide nucleotidyltransferase Lnu(C)	NF000141.1	lincosamide nucleotidyltransferase Lnu(C)
SRX6959892	SRX6959892_01511	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	639	639	100.00	99.53	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX6959893	SRX6959893_01597	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	639	639	100.00	99.53	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX6959894	SRX6959894_01473	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	639	639	100.00	99.53	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX6959895	SRX6959895_01775	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	639	639	100.00	99.53	639	WP_000691721.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
SRX761991	SRX761991_00671	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762075	SRX762075_02723	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762166	SRX762166_01385	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762207	SRX762207_01845	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762207	SRX762207_01853	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762387	SRX762387_01597	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	502	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762418	SRX762418_01390	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762418	SRX762418_02641	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NF012155.1	tetracycline resistance ribosomal protection protein Tet(M)
SRX762419	SRX762419_02827	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762437	SRX762437_02667	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762600	SRX762600_02794	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762610	SRX762610_02010	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762676	SRX762676_02354	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762686	SRX762686_01209	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762693	SRX762693_00941	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762693	SRX762693_01989	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762750	SRX762750_00524	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762773	SRX762773_00859	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	495	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762775	SRX762775_02767	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762798	SRX762798_01504	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	650	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762798	SRX762798_02771	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762811	SRX762811_02762	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762861	SRX762861_02797	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762862	SRX762862_00019	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762897	SRX762897_01594	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX762907	SRX762907_00254	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX963011	SRX963011_00493	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	494	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
SRX963255	SRX963255_01727	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	493	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
